-25.2630014,-57.0844094
49.5111458,17.5282441
3.0100681,101.5326734
8.5213374,124.5736702
45.5734042,-73.7316825
-2.7968956,115.1859517
33.4749653,132.3056769
12.5450478,-87.1659731
39.882122,116.2637946
26.491105,107.589359
23.354091,116.681972
48.4935627,135.0631263
40.5042923,21.1592873
4.2891931,21.0102737
-3.9879753,-79.3535714
26.567944,106.714374
38.0780931,139.9986263
14.5655902,121.0288144
30.745232,110.770017
41.7186852,20.065066
49.7917105,18.3442739
14.5707297,121.0137446
14.5618599,121.0130439
26.2350988,60.2284437
-14.844135,35.3466253
45.0177112,78.3804417
22.454973,89.9437755
37.520481,115.251124
7.5866041,0.6085749
41.1645867,-7.7937927
38.0852204,23.738064
56.0895859,63.672798
51.883,4.3577
31.2202231,121.3602686
34.401112,107.759245
15.5211125,-86.2209316
22.801624,113.525165
59.4871523,18.4207352
36.6740953,46.570133
13.274365,120.618416
36.995188,110.613177
13.8263447,-89.270477
31.9754756,-106.4170311
32.3989318,-86.3224638
42.1988667,26.7817371
50.0384685,22.0969371
-8.605402,115.106609
11.0328111,106.3645677
-27.8942891,31.6454222
36.569805,4.448361
